257.6412747662438,89.88662206575479,256.4157069522787,124.790771764208,551.7223934060685,123.44184221305402,551.6426985900963,88.81541643407952
113.35986708889703,161.91591207589636,112.41801378154568,219.90639340568657,697.2347500031035,216.9469425885414,697.1099131282406,159.00972964068276
300.76473323533185,254.81283904608398,299.575477314182,274.3006846559107,494.9174485308695,273.84039499886956,494.9715121954207,254.78827642622923
137.8373272721149,324.4480298901505,136.85186441213477,351.5809467038723,552.056123562262,348.90746371383966,552.6743460186525,326.4607993140865
567.9302639367346,323.45073009982184,567.7093923102624,351.48522576314025,648.2974874861178,350.5937206466177,648.5585716296576,324.7247057300644
247.21208011871528,364.9351507811182,246.9676359815804,389.4164200008418,548.8911046932204,390.28296207825946,549.6584300697924,364.4873471423818
137.69013309322327,445.1510437608822,135.96658674865566,464.43007559068025,495.12177951227835,464.2210033919252,495.6041138480274,447.6139958696882
178.0850064427274,482.4838987939377,177.6852231625509,503.91969163121684,658.7392417854863,504.2825633443557,658.6734039030273,481.8117430316647
560.3973830573899,514.9558292626398,559.5314565832908,533.3147009963066,659.0111758768802,534.1136111375864,659.1486446388553,513.4974898192042
137.08875727876892,547.4568165403367,136.1506762351755,565.8983242232017,658.0828255412224,566.1053883293821,658.4548494578204,545.0357830773488
136.4266554755155,576.7519064695911,135.3360128500542,596.7707816409561,364.4065303042067,597.2965099083204,364.84614517901286,576.8856451608002
179.7311003215154,608.2360217434825,178.83528689972732,628.321664279064,226.2232563184864,630.3660967494471,227.2772802254283,610.1253053955425
230.92756558887856,860.4606821744593,229.94799330691117,879.0826356620764,268.2088796608786,878.3433903725771,268.231694903185,860.4018522181674
290.4644998646988,859.1715716206284,288.70944474689173,879.5816929770739,329.74378214992174,879.1287826116492,329.7189080598383,859.9915158470748
350.5008392277638,860.0358490994957,349.6036724798634,879.8846740662765,390.2506363509674,880.8244520572935,390.5924603876705,859.9619768973316
462.21744523138614,892.3401090715269,461.3493217096006,910.9032093297787,657.2216167193877,912.5757758652535,657.1387583390867,892.1389569792273
150.23249724934794,893.7878598275554,148.6903704315269,912.5073941317282,308.76326212805503,913.2235774043985,309.0196193699713,894.1398784454088
547.2008042923505,925.6584989066939,547.0318436711275,944.0110357103429,653.168944638229,944.2720956699188,653.5875798376815,926.7737340407012
